idx,date,R_oos,var_05,var_01,breach_05,breach_01,p_highvol
459,459,0.15333,-2.77147,-4.42219,0,0,0.02811
460,460,-2.26480,-2.40555,-4.05502,0,0,0.01799
461,461,0.43733,-3.10078,-4.86183,0,0,0.04734
462,462,-2.10071,-2.89207,-4.56200,0,0,0.03331
463,463,-2.14649,-3.14393,-4.94919,0,0,0.05223
464,464,4.66222,-3.21858,-5.16281,0,0,0.06516
465,465,0.96228,-4.01068,-7.09572,0,0,0.21233
466,466,0.51692,-3.44610,-6.06689,0,0,0.12253
467,467,-3.11860,-2.98014,-5.03654,1,0,0.06339
468,468,-1.28075,-3.63102,-6.39343,0,0,0.14594
469,469,-1.33563,-3.41768,-5.87273,0,0,0.10924
470,470,-2.45081,-3.29823,-5.51758,0,0,0.08727
471,471,0.49829,-3.45054,-5.91965,0,0,0.11208
472,472,-0.67472,-3.12610,-5.12543,0,0,0.06530
473,473,-1.31185,-2.95262,-4.76189,0,0,0.04582
474,474,3.90291,-3.02005,-4.80404,0,0,0.04627
475,475,1.41225,-3.44515,-5.89867,0,0,0.11068
476,476,3.22259,-3.22089,-5.30815,0,0,0.07505
477,477,0.83334,-3.42984,-5.85670,0,0,0.10796
478,478,-0.63380,-3.13883,-5.13344,0,0,0.06548
479,479,0.48359,-2.95939,-4.76265,0,0,0.04563
480,480,0.57545,-2.61593,-4.30870,0,0,0.02688
481,481,0.03373,-2.19073,-3.86887,0,0,0.01519
482,482,0.90548,-1.79062,-3.44086,0,0,0.00834
483,483,-0.94230,-1.59373,-3.15819,0,0,0.00534
484,484,0.11329,-1.74007,-3.36723,0,0,0.00695
485,485,0.62146,-1.51467,-3.00961,0,0,0.00406
486,486,0.59754,-1.41501,-2.77519,0,0,0.00261
487,487,-1.63694,-1.36855,-2.63844,1,0,0.00188
488,488,-0.49101,-2.08416,-3.71704,0,0,0.00983
489,489,-1.05614,-1.88680,-3.53394,0,0,0.00842
490,490,-1.72203,-2.10404,-3.75919,0,0,0.01183
491,491,1.50043,-2.80685,-4.45404,0,0,0.02888
492,492,0.85029,-2.75683,-4.40388,0,0,0.02739
493,493,1.61571,-2.45533,-4.10213,0,0,0.01905
494,494,0.94067,-2.50854,-4.15688,0,0,0.02055
495,495,1.02950,-2.18635,-3.84941,0,0,0.01399
496,496,0.18402,-1.91362,-3.57647,0,0,0.00975
497,497,-0.98535,-1.59879,-3.16582,0,0,0.00536
498,498,-0.06345,-1.77469,-3.41053,0,0,0.00738
499,499,-1.29645,-1.55022,-3.07827,0,0,0.00454
500,500,-0.30466,-1.99080,-3.64456,0,0,0.00996
501,501,1.76989,-1.73607,-3.36285,0,0,0.00695
502,502,1.03939,-2.02675,-3.68595,0,0,0.01086
503,503,0.26576,-1.79329,-3.43647,0,0,0.00785
504,504,-0.81251,-1.53368,-3.04813,0,0,0.00438
505,505,1.57632,-1.61219,-3.18222,0,0,0.00517
506,506,0.32457,-1.75095,-3.37849,0,0,0.00691
507,507,-0.43026,-1.51322,-3.00598,0,0,0.00400
508,508,-1.73019,-1.47293,-2.91805,1,0,0.00335
509,509,1.78197,-2.37470,-3.99933,0,0,0.01530
510,510,-0.42560,-2.55990,-4.19102,0,0,0.02057
511,511,-4.66770,-2.30346,-3.95355,1,1,0.01559
512,512,1.48075,-3.89423,-6.91223,0,0,0.19246
513,513,2.10052,-3.48201,-6.10275,0,0,0.12477
514,514,-0.01397,-3.37973,-5.78346,0,0,0.10365
515,515,1.34979,-3.03936,-4.99630,0,0,0.05914
516,516,0.97106,-2.87194,-4.66347,0,0,0.04188
517,517,0.04831,-2.58574,-4.28505,0,0,0.02653
518,518,-1.79154,-2.15564,-3.83739,0,0,0.01474
519,519,0.17867,-2.87852,-4.56810,0,0,0.03444
520,520,1.44358,-2.54488,-4.19903,0,0,0.02197
521,521,-2.27726,-2.47836,-4.13208,0,0,0.02017
522,522,-0.93121,-3.11718,-4.90036,0,0,0.04960
523,523,-2.74086,-3.04613,-4.77295,0,0,0.04280
524,524,3.38510,-3.27077,-5.33371,0,0,0.07554
525,525,2.10708,-3.45206,-5.92003,0,0,0.11208
526,526,-0.13868,-3.33962,-5.61028,0,0,0.09268
527,527,-0.37746,-3.06449,-4.96750,0,0,0.05638
528,528,-2.69026,-2.82755,-4.56924,0,0,0.03683
529,529,-0.91516,-3.27396,-5.35393,0,0,0.07685
530,530,-0.56831,-3.14445,-5.03159,0,0,0.05823
531,531,1.96818,-2.98901,-4.73843,0,0,0.04262
532,532,-1.08540,-3.03969,-4.78878,0,0,0.04430
533,533,1.42183,-3.01523,-4.73576,0,0,0.04128
534,534,-1.87340,-2.92571,-4.60796,0,0,0.03534
535,535,1.45328,-3.11718,-4.89254,0,0,0.04901
536,536,2.21141,-3.02889,-4.74339,0,0,0.04126
537,537,-1.55926,-3.10020,-4.85821,0,0,0.04708
538,538,-1.26693,-3.12753,-4.91238,0,0,0.05010
539,539,0.30271,-3.10287,-4.86565,0,0,0.04755
540,540,-3.31813,-2.89347,-4.56371,1,0,0.03338
541,541,3.29745,-3.35374,-5.61104,0,0,0.09248
542,542,-2.03228,-3.52869,-6.13670,0,0,0.12684
543,543,-2.48746,-3.51801,-6.11572,0,0,0.12539
544,544,-0.99215,-3.65844,-6.45676,0,0,0.15099
545,545,3.15470,-3.37553,-5.78022,0,0,0.10349
546,546,-1.22781,-3.57161,-6.25114,0,0,0.13512
547,547,-2.80325,-3.36990,-5.73387,0,0,0.10046
548,548,-1.41210,-3.64485,-6.42509,0,0,0.14843
549,549,1.79824,-3.45507,-5.97038,0,0,0.11558
550,550,0.88095,-3.28708,-5.50461,0,0,0.08663
551,551,-2.51555,-3.01080,-4.89006,0,0,0.05280
552,552,-2.53387,-3.31626,-5.50003,0,0,0.08574
553,553,-3.41356,-3.45001,-5.91545,0,0,0.11178
554,554,3.29894,-4.05583,-7.16133,0,0,0.21994
555,555,-1.57035,-4.34518,-7.52525,0,0,0.26835
556,556,1.28741,-4.00825,-7.10144,0,0,0.21301
557,557,-3.27668,-3.49092,-6.17981,0,0,0.13035
558,558,-4.58505,-4.21581,-7.37267,1,0,0.24673
559,559,-1.20072,-6.11305,-9.02481,0,0,0.65177
560,560,4.69516,-5.63908,-8.66299,0,0,0.52033
561,561,3.76693,-6.47988,-9.30462,0,0,0.77966
562,562,-1.16915,-6.59966,-9.39636,0,0,0.82764
563,563,1.98441,-6.30989,-9.17473,0,0,0.71711
564,564,-0.83499,-5.96266,-8.91056,0,0,0.60653
565,565,7.22271,-5.30057,-8.40073,0,0,0.44401
566,566,1.24888,-6.85911,-9.59606,0,0,0.94410
567,567,0.62289,-6.67801,-9.45663,0,0,0.86092
568,568,1.06014,-6.28543,-9.15642,0,0,0.70870
569,569,3.57161,-5.60036,-8.63647,0,0,0.51195
570,570,2.01994,-6.08873,-9.00650,0,0,0.64420
571,571,1.02540,-5.68161,-8.69560,0,0,0.53084
572,572,3.20426,-4.77314,-7.96661,0,0,0.34426
573,573,-0.61282,-5.14078,-8.26874,0,0,0.41048
