ticker,arm,near_mae,far_mae,acf_sse,cvm,kurt_model,mll_perobs,q01_err,q05_err,q95_err,q99_err,best_start,n_iter,stop_reason
NEE,10,0.019991,0.024769,0.196732,6.352942e-06,2.8321,-2.47772,0.1203,0.0638,0.0183,0.4741,2,4000,iter_cap
NEE,30,0.015804,0.026985,0.210020,6.352711e-06,2.8431,-2.47760,0.1095,0.0657,0.0182,0.4674,2,4000,iter_cap
NEE,100,0.053637,0.030343,0.441350,6.352588e-06,2.8358,-2.47768,0.1154,0.0654,0.0184,0.4720,2,4000,iter_cap
NEE,marginal,0.078205,0.030462,0.716923,6.352521e-06,2.8291,-2.47776,0.1211,0.0648,0.0190,0.4773,2,4000,iter_cap
NEE,ml_ref,0.060323,0.030429,0.509857,3.108222e-05,7.6554,-2.45897,1.1750,0.0758,0.0156,0.0599,0,0,ml
NEM,0,0.016008,0.015260,0.089647,6.622916e-04,0.8137,-2.99099,2.4069,0.5496,0.3580,0.8567,2,2047,stall
NEM,0.1,0.015489,0.016548,0.101125,7.134723e-06,1.7359,-2.97609,1.4950,0.1885,0.1086,1.4579,2,4000,iter_cap
NEM,0.3,0.015343,0.016587,0.101293,7.100690e-06,1.7556,-2.97599,1.4350,0.1996,0.1095,1.4594,2,4000,iter_cap
NEM,1,0.028369,0.019508,0.192093,3.925752e-06,1.6488,-2.97464,2.2519,0.1486,0.1631,0.8180,2,4000,iter_cap
NEM,3,0.030737,0.019911,0.211218,3.488403e-06,1.9017,-2.97158,1.8383,0.2092,0.1068,0.4154,2,4000,iter_cap
NEM,10,0.031852,0.019984,0.220668,3.398761e-06,2.0386,-2.97042,1.6401,0.2230,0.0786,0.1978,2,4000,iter_cap
NEM,30,0.035028,0.018916,0.234726,3.393778e-06,2.0817,-2.97010,1.5734,0.2299,0.0756,0.1379,2,4000,iter_cap
NEM,100,0.036484,0.018713,0.242360,3.385134e-06,2.1066,-2.96995,1.5435,0.2285,0.0669,0.0928,2,4000,iter_cap
NEM,marginal,0.036062,0.018800,0.240876,3.384531e-06,2.1178,-2.96987,1.5279,0.2294,0.0649,0.0756,2,4000,iter_cap
NEM,ml_ref,0.049854,0.021900,0.329923,2.826862e-05,2.4211,-2.96788,0.9875,0.5069,0.1778,0.3323,0,0,ml
NFLX,0,0.016334,0.018869,0.142234,7.777769e-02,-0.8044,-24.62241,8.4274,2.1444,0.1063,6.0176,5,2796,stall
NFLX,0.1,0.017304,0.018954,0.146763,7.540471e-06,1.9636,-3.10362,0.5636,0.1028,0.0488,0.9970,2,1446,stall
NFLX,0.3,0.017717,0.019037,0.149863,6.867953e-06,1.8006,-3.10705,0.8620,0.1229,0.0097,1.1629,2,2870,stall
NFLX,1,0.018746,0.019119,0.154642,6.496529e-06,1.7442,-3.10857,0.9803,0.1330,0.0397,1.1866,2,4000,iter_cap
NFLX,3,0.033413,0.020784,0.236227,6.434915e-06,1.6811,-3.11020,1.1007,0.1435,0.0593,1.2635,2,4000,iter_cap
NFLX,10,0.040462,0.020828,0.264820,6.426135e-06,1.7145,-3.10943,1.0426,0.1377,0.0709,1.1990,2,4000,iter_cap
NFLX,30,0.042907,0.020828,0.277242,6.425745e-06,1.7170,-3.10938,1.0390,0.1378,0.0725,1.1933,2,4000,iter_cap
NFLX,100,0.043530,0.020828,0.281896,6.425692e-06,1.7174,-3.10937,1.0388,0.1380,0.0731,1.1921,2,4000,iter_cap
NFLX,marginal,0.043829,0.020828,0.283953,6.425687e-06,1.7175,-3.10937,1.0388,0.1381,0.0733,1.1916,2,1652,stall
NFLX,ml_ref,0.037915,0.020827,0.253211,1.149267e-04,6.8339,-3.08725,0.2425,0.1557,0.3968,0.0810,0,0,ml
NVDA,0,0.015258,0.015789,0.097467,3.405986e-02,-0.5699,-4.16037,6.6955,1.4423,5.5030,4.0021,3,970,stall
NVDA,0.1,0.017212,0.016126,0.105470,6.660075e-06,1.4916,-3.15770,0.8102,0.1193,0.0837,0.9354,1,4000,iter_cap
NVDA,0.3,0.019027,0.015937,0.111751,6.751582e-06,1.5778,-3.15605,0.5992,0.0880,0.1373,0.8560,1,4000,iter_cap
NVDA,1,0.017027,0.016618,0.109371,8.596092e-06,1.4883,-3.16846,0.1893,0.0407,0.0519,1.4516,2,4000,iter_cap
NVDA,3,0.037082,0.029815,0.386550,6.433143e-06,1.5430,-3.15684,0.7675,0.1415,0.0363,0.7244,2,4000,iter_cap
NVDA,10,0.034805,0.033889,0.419516,6.343149e-06,1.6269,-3.15545,0.5662,0.0783,0.0767,0.5461,2,4000,iter_cap
NVDA,30,0.043105,0.036766,0.482803,6.321365e-06,1.6428,-3.15519,0.5176,0.0572,0.0729,0.5236,2,4000,iter_cap
NVDA,100,0.049694,0.037007,0.522745,6.313053e-06,1.6431,-3.15518,0.5103,0.0512,0.0660,0.5301,2,4000,iter_cap
NVDA,marginal,0.052220,0.037036,0.540117,6.310511e-06,1.6428,-3.15518,0.5082,0.0490,0.0628,0.5339,2,4000,iter_cap
NVDA,ml_ref,0.049267,0.036927,0.517204,5.177743e-05,3.6918,-3.14178,0.2603,0.2338,0.0239,1.3707,0,0,ml
PG,0,0.016282,0.015936,0.111102,2.740317e-02,3.6064,-2.45603,1.2992,0.9202,0.5593,0.8225,1,883,stall
PG,0.1,0.016189,0.016359,0.123221,5.604037e-06,3.4581,-2.22088,0.0539,0.1328,0.0667,0.2622,2,4000,iter_cap
PG,0.3,0.016240,0.016360,0.123238,5.601581e-06,3.4093,-2.22113,0.0711,0.1341,0.0660,0.2675,2,4000,iter_cap
PG,1,0.016364,0.016362,0.123314,5.596601e-06,3.2970,-2.22172,0.1169,0.1355,0.0653,0.2908,2,4000,iter_cap
PG,3,0.016665,0.016368,0.123550,5.592662e-06,3.1797,-2.22239,0.1665,0.1367,0.0648,0.3174,2,4000,iter_cap
PG,10,0.017069,0.016376,0.124055,5.590371e-06,3.0683,-2.22310,0.2149,0.1378,0.0644,0.3438,2,4000,iter_cap
PG,30,0.017233,0.016356,0.125283,5.589824e-06,3.0031,-2.22356,0.2428,0.1388,0.0639,0.3578,2,4000,iter_cap
PG,100,0.044066,0.016539,0.276197,5.589813e-06,2.9567,-2.22389,0.2629,0.1396,0.0634,0.3683,2,4000,iter_cap
PG,marginal,0.058042,0.016540,0.427855,5.589730e-06,2.9760,-2.22374,0.2560,0.1387,0.0640,0.3666,2,2300,stall
PG,ml_ref,0.050221,0.016538,0.340897,2.096181e-05,7.1609,-2.21589,0.0622,0.2029,0.0282,0.1757,0,0,ml
SO,0,0.021606,0.015338,0.112816,9.765970e-03,0.3245,-2.75529,1.9144,0.7525,0.8886,0.2496,1,716,stall
SO,0.1,0.022665,0.015399,0.116362,3.676546e-06,42.6743,-2.34467,1.1957,0.0637,0.1031,0.1437,2,4000,iter_cap
SO,0.3,0.022674,0.015406,0.116440,3.655885e-06,37.0968,-2.34416,1.0349,0.0578,0.1033,0.0851,2,4000,iter_cap
SO,1,0.022702,0.015399,0.116480,3.654293e-06,35.9357,-2.34407,0.9793,0.0562,0.1033,0.0646,2,4000,iter_cap
SO,3,0.022756,0.015386,0.116543,3.654167e-06,35.5831,-2.34404,0.9645,0.0558,0.1033,0.0594,2,4000,iter_cap
SO,10,0.022903,0.015356,0.116709,3.653499e-06,34.4610,-2.34393,0.9573,0.0556,0.1033,0.0575,2,4000,iter_cap
SO,30,0.023258,0.015294,0.117669,3.651655e-06,31.5919,-2.34364,0.9473,0.0555,0.1033,0.0560,2,4000,iter_cap
SO,100,0.024337,0.015171,0.123759,3.647749e-06,25.5101,-2.34301,0.9268,0.0552,0.1033,0.0537,2,4000,iter_cap
SO,marginal,0.030186,0.015167,0.169587,3.642930e-06,14.5454,-2.34214,0.8938,0.0549,0.1033,0.0537,2,2321,stall
SO,ml_ref,0.031885,0.015299,0.181308,4.234768e-05,18.6425,-2.34309,0.9032,0.0153,0.1193,0.0146,0,0,ml
SPY,0,0.016076,0.019442,0.127622,3.038981e-02,-1.0008,-3.16866,0.4196,1.3499,1.4237,3.3572,6,3994,stall
SPY,0.1,0.016620,0.019847,0.131901,1.008480e-05,1.9221,-2.11021,0.5482,0.0112,0.0647,0.3265,2,4000,iter_cap
SPY,0.3,0.022843,0.021431,0.167673,4.371017e-06,2.2972,-2.09645,0.4732,0.1153,0.0736,0.3064,2,4000,iter_cap
SPY,1,0.024219,0.021161,0.173238,3.982040e-06,2.0704,-2.09982,0.6559,0.0684,0.0779,0.1962,2,4000,iter_cap
SPY,3,0.024885,0.021046,0.176584,3.905203e-06,1.9784,-2.10149,0.7328,0.0460,0.0766,0.1468,2,4000,iter_cap
SPY,10,0.025152,0.021002,0.178176,3.893672e-06,1.9427,-2.10219,0.7629,0.0368,0.0756,0.1269,2,4000,iter_cap
SPY,30,0.023162,0.021693,0.186544,3.892846e-06,1.9360,-2.10232,0.7686,0.0350,0.0753,0.1230,2,4000,iter_cap
SPY,100,0.050006,0.029154,0.406122,3.892546e-06,1.9321,-2.10240,0.7719,0.0340,0.0752,0.1208,2,4000,iter_cap
SPY,marginal,0.078705,0.032047,0.681887,3.892326e-06,1.9267,-2.10252,0.7766,0.0326,0.0751,0.1178,2,4000,iter_cap
SPY,ml_ref,0.052975,0.031153,0.444956,1.737063e-05,3.9068,-2.08475,0.4130,0.1533,0.1302,0.6863,0,0,ml
UNH,0,0.017465,0.015847,0.102479,1.368722e-02,0.6677,-2.85473,10.9784,9.1572,3.8574,4.5151,1,4000,iter_cap
UNH,0.1,0.017542,0.016111,0.109201,1.005889e-05,2.4424,-2.57105,0.3601,0.0115,0.0833,1.3334,1,4000,iter_cap
UNH,0.3,0.017845,0.016185,0.113392,5.858622e-06,1.3290,-2.59720,0.9237,0.1105,0.0076,1.2757,2,4000,iter_cap
UNH,1,0.017854,0.016185,0.113414,5.859925e-06,1.3216,-2.59751,0.9320,0.1092,0.0059,1.2845,2,4000,iter_cap
UNH,3,0.017877,0.016187,0.113455,5.867202e-06,1.3159,-2.59775,0.9359,0.1105,0.0025,1.2936,2,4000,iter_cap
UNH,10,0.017925,0.016193,0.113593,5.874272e-06,1.3123,-2.59790,0.9380,0.1116,0.0000,1.2996,2,4000,iter_cap
UNH,30,0.018077,0.016226,0.114234,5.878889e-06,1.3109,-2.59796,0.9385,0.1124,0.0013,1.3024,2,4000,iter_cap
UNH,100,0.018913,0.016304,0.116409,5.877251e-06,1.3118,-2.59792,0.9379,0.1122,0.0007,1.3010,2,4000,iter_cap
UNH,marginal,0.017854,0.016187,0.113501,5.876737e-06,1.3129,-2.59788,0.9367,0.1124,0.0004,1.2996,2,4000,iter_cap
UNH,ml_ref,0.055987,0.017837,0.356393,1.775525e-05,7.7161,-2.55172,0.2843,0.1640,0.1044,0.0958,0,0,ml
VZ,0,0.016946,0.016111,0.098984,1.224851e-02,0.8285,-2.57703,5.8217,4.7140,4.7630,6.1225,2,597,stall
VZ,0.1,0.017463,0.016014,0.100113,8.149832e-06,2.4354,-2.31074,0.3088,0.0966,0.0190,0.6822,1,4000,iter_cap
VZ,0.3,0.017105,0.016051,0.099492,8.470377e-06,1.3554,-2.32745,0.6340,0.1182,0.0056,0.7162,2,4000,iter_cap
VZ,1,0.017344,0.015973,0.100338,8.469561e-06,1.3479,-2.32799,0.6283,0.1213,0.0072,0.7239,2,4000,iter_cap
VZ,3,0.028052,0.015751,0.144159,8.085557e-06,2.1711,-2.31262,0.1751,0.1056,0.0284,0.5894,2,4000,iter_cap
VZ,10,0.031767,0.015752,0.157673,8.015234e-06,3.4859,-2.30734,0.1550,0.0983,0.0211,0.5052,2,4000,iter_cap
VZ,30,0.032870,0.015752,0.163113,8.006486e-06,4.1145,-2.30675,0.2241,0.0955,0.0193,0.4960,2,4000,iter_cap
VZ,100,0.033274,0.015752,0.165098,8.004720e-06,4.3383,-2.30664,0.2415,0.0947,0.0188,0.4943,2,4000,iter_cap
VZ,marginal,0.033510,0.015752,0.165953,8.004138e-06,4.4309,-2.30661,0.2478,0.0943,0.0186,0.4938,2,4000,iter_cap
VZ,ml_ref,0.034058,0.015752,0.168327,1.356885e-05,4.5012,-2.30626,0.2600,0.0740,0.0321,0.0111,0,0,ml
WFC,0,0.018206,0.017204,0.116249,3.255523e-02,1.4484,-3.47553,29.9634,21.8376,18.4778,26.8860,2,2914,stall
WFC,0.1,0.018565,0.017129,0.116634,7.549172e-06,2.3786,-2.74436,1.5215,0.2176,0.0942,1.3015,4,4000,iter_cap
WFC,0.3,0.019085,0.017103,0.119391,1.035335e-05,3.4994,-2.73417,1.3773,0.2699,0.1354,1.9735,2,4000,iter_cap
WFC,1,0.020703,0.017069,0.126959,1.041418e-05,4.8532,-2.73273,0.8004,0.2262,0.1484,2.1483,4,4000,iter_cap
WFC,3,0.024099,0.025050,0.230392,5.504942e-06,1.8789,-2.75462,2.0340,0.1245,0.0251,1.6240,2,4000,iter_cap
WFC,10,0.025416,0.025507,0.241057,5.437383e-06,1.9838,-2.75206,1.8817,0.0877,0.0439,1.4943,2,4000,iter_cap
WFC,30,0.025309,0.025979,0.247260,5.494196e-06,2.0493,-2.75069,1.7938,0.0738,0.0494,1.4190,2,4000,iter_cap
WFC,100,0.082074,0.061037,1.286156,5.507421e-06,2.0752,-2.75016,1.7577,0.0663,0.0529,1.3881,2,4000,iter_cap
WFC,marginal,0.124775,0.062227,1.880694,5.477131e-06,2.0603,-2.75044,1.7765,0.0681,0.0524,1.4046,2,4000,iter_cap
WFC,ml_ref,0.108146,0.062135,1.654595,6.317073e-05,5.8019,-2.73072,0.4020,0.1939,0.0138,0.4718,0,0,ml
WMT,0,0.016249,0.019174,0.134786,2.909411e-02,-1.6995,-5.70431,4.1075,0.3169,1.5453,0.9798,4,4000,iter_cap
WMT,0.1,0.015915,0.019289,0.134934,7.236932e-06,2.1330,-2.35728,1.2685,0.1392,0.0249,0.2314,2,4000,iter_cap
WMT,0.3,0.015911,0.019278,0.134942,7.236562e-06,2.1754,-2.35595,1.2362,0.1398,0.0254,0.2094,2,4000,iter_cap
WMT,1,0.016124,0.019209,0.135080,7.253120e-06,2.2287,-2.35431,1.1996,0.1379,0.0267,0.1798,2,4000,iter_cap
WMT,3,0.016854,0.019336,0.140222,7.232755e-06,2.1570,-2.35654,1.2497,0.1404,0.0243,0.2176,2,4000,iter_cap
WMT,10,0.021064,0.019556,0.153989,7.103913e-06,2.0118,-2.36153,1.3398,0.1558,0.0183,0.3097,2,4000,iter_cap
WMT,30,0.027680,0.019578,0.177683,6.969825e-06,1.9323,-2.36437,1.3956,0.1634,0.0156,0.3617,2,4000,iter_cap
WMT,100,0.030780,0.019580,0.194966,6.845432e-06,1.9021,-2.36530,1.4220,0.1638,0.0145,0.3809,2,4000,iter_cap
WMT,marginal,0.031928,0.019580,0.203452,6.767343e-06,1.8980,-2.36529,1.4288,0.1625,0.0140,0.3836,2,4000,iter_cap
WMT,ml_ref,0.024720,0.019574,0.165448,1.376233e-05,11.7087,-2.30647,0.7111,0.0100,0.0241,0.6577,0,0,ml
XOM,0,0.014542,0.015701,0.095139,2.358669e-02,0.3555,-3.26174,3.3634,2.1236,15.5226,18.8907,6,991,stall
XOM,0.1,0.014544,0.015699,0.095139,5.734018e-06,2.2592,-2.68830,0.7267,0.1498,0.0722,0.3833,2,4000,iter_cap
XOM,0.3,0.015147,0.016181,0.100016,6.129143e-06,3.6508,-2.68003,0.3257,0.0193,0.1271,0.7088,2,4000,iter_cap
XOM,1,0.014699,0.015928,0.095989,5.733661e-06,2.1878,-2.68925,0.7959,0.1592,0.0619,0.4205,2,4000,iter_cap
XOM,3,0.014858,0.016560,0.100849,5.774894e-06,2.0854,-2.69055,0.8999,0.1626,0.0607,0.5252,2,4000,iter_cap
XOM,10,0.014657,0.018164,0.115864,5.811769e-06,2.0408,-2.69115,0.9463,0.1619,0.0622,0.5776,2,4000,iter_cap
XOM,30,0.019827,0.024037,0.192548,5.794929e-06,2.1339,-2.68971,0.8458,0.1564,0.0678,0.5214,2,4000,iter_cap
XOM,100,0.015032,0.046747,0.547397,5.760253e-06,2.3676,-2.68682,0.6171,0.1450,0.0756,0.3844,2,4000,iter_cap
XOM,marginal,0.054787,0.076585,1.423143,5.756594e-06,2.8202,-2.68317,0.2610,0.1185,0.0885,0.2096,2,4000,iter_cap
XOM,ml_ref,0.077007,0.080608,1.743684,6.723058e-05,3.7704,-2.68119,0.0585,0.0971,0.0170,0.6568,0,0,ml
